Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,2
2,4,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",left,4
3,4,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",up,4
4,4,"[4, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,4
5,8,"[4, 4, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left,4
6,16,"[8, 0, 0, 0, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0]",left,8
7,20,"[8, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,8
8,20,"[8, 4, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,8
9,24,"[8, 4, 0, 4, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
10,32,"[8, 8, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",left,8
11,48,"[16, 0, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left,16
12,52,"[16, 0, 2, 0, 4, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
13,60,"[16, 0, 2, 2, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,16
14,64,"[16, 4, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",left,16
15,64,"[0, 16, 4, 2, 0, 0, 0, 8, 0, 2, 0, 2, 0, 0, 0, 0]",right,16
16,68,"[16, 4, 2, 2, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left,16
17,72,"[16, 4, 4, 0, 8, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0]",left,16
18,80,"[16, 8, 0, 0, 8, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 2]",left,16
19,84,"[16, 8, 0, 0, 8, 0, 0, 0, 4, 0, 2, 0, 4, 0, 0, 0]",left,16
20,92,"[16, 8, 2, 0, 8, 0, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0]",up,16
21,108,"[16, 8, 2, 0, 16, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",up,16
22,144,"[32, 8, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",up,32
23,148,"[32, 8, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",left,32
24,148,"[32, 8, 4, 0, 4, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,32
25,148,"[32, 8, 4, 0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",up,32
26,152,"[32, 8, 4, 0, 4, 4, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]",left,32
27,160,"[32, 8, 4, 0, 8, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0]",left,32
28,164,"[32, 8, 4, 0, 8, 0, 2, 0, 4, 0, 0, 0, 0, 2, 0, 0]",up,32
29,164,"[32, 8, 4, 0, 8, 2, 0, 0, 4, 0, 2, 0, 2, 0, 0, 0]",left,32
30,164,"[32, 8, 4, 0, 8, 2, 2, 0, 4, 0, 0, 0, 2, 0, 0, 2]",up,32
31,172,"[32, 8, 4, 0, 8, 4, 0, 0, 4, 0, 0, 0, 4, 0, 2, 0]",left,32
32,180,"[32, 8, 4, 0, 8, 4, 2, 0, 8, 2, 0, 0, 0, 0, 0, 0]",up,32
33,196,"[32, 8, 4, 2, 16, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,32
34,196,"[32, 8, 4, 2, 0, 16, 4, 2, 0, 0, 0, 2, 0, 0, 0, 2]",right,32
35,212,"[32, 8, 8, 4, 0, 16, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0]",up,32
36,228,"[32, 16, 4, 0, 16, 4, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",left,32
37,232,"[32, 16, 4, 0, 16, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0]",left,32
38,232,"[32, 16, 4, 2, 16, 4, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0]",up,32
39,240,"[32, 16, 4, 2, 16, 4, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0]",up,32
40,240,"[32, 16, 4, 2, 0, 2, 16, 4, 0, 0, 0, 8, 0, 0, 0, 2]",right,32
41,240,"[32, 16, 4, 2, 2, 16, 4, 0, 8, 0, 0, 0, 2, 2, 0, 0]",left,32
42,280,"[32, 32, 8, 2, 2, 2, 0, 0, 8, 0, 0, 0, 2, 0, 4, 0]",up,32
43,348,"[64, 8, 2, 0, 4, 0, 0, 0, 8, 0, 0, 0, 2, 4, 0, 2]",left,64
44,348,"[64, 8, 2, 2, 4, 4, 2, 0, 8, 0, 0, 0, 2, 0, 0, 0]",up,64
45,360,"[64, 8, 4, 2, 8, 2, 0, 0, 8, 0, 0, 0, 2, 0, 0, 0]",left,64
46,376,"[64, 8, 4, 2, 16, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0]",up,64
47,380,"[64, 8, 4, 2, 2, 0, 16, 2, 0, 0, 0, 4, 0, 0, 0, 0]",right,64
48,384,"[64, 8, 4, 4, 2, 0, 16, 4, 2, 0, 0, 0, 0, 0, 0, 0]",up,64
49,396,"[64, 8, 4, 8, 4, 0, 16, 0, 2, 0, 0, 0, 0, 0, 0, 0]",up,64
50,396,"[64, 8, 4, 8, 0, 0, 4, 16, 0, 0, 0, 2, 0, 0, 0, 2]",right,64
