Move,Score,Matrix,Previous_Move,Largest_Tile
1,0,"[2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",left,4
2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 2, 0]",down,4
3,0,"[2, 4, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",up,4
4,0,"[2, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,4
5,4,"[4, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",up,4
6,16,"[8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]",left,8
7,20,"[8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0]",left,8
8,20,"[8, 4, 0, 0, 4, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
9,24,"[8, 4, 0, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",up,8
10,32,"[8, 8, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",up,8
11,48,"[16, 0, 2, 0, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",left,16
12,56,"[16, 2, 2, 0, 8, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
13,60,"[16, 4, 0, 0, 8, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0]",left,16
14,60,"[16, 4, 2, 0, 8, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up,16
15,60,"[0, 16, 4, 2, 0, 0, 8, 2, 0, 0, 2, 4, 0, 0, 0, 0]",right,16
16,60,"[16, 4, 2, 2, 8, 2, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0]",left,16
17,64,"[16, 4, 4, 0, 8, 2, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0]",left,16
18,72,"[16, 8, 0, 0, 8, 2, 2, 0, 2, 4, 0, 0, 2, 0, 0, 0]",left,16
19,76,"[16, 8, 0, 0, 8, 4, 0, 0, 2, 4, 0, 0, 2, 2, 0, 0]",left,16
20,88,"[16, 8, 0, 0, 8, 8, 0, 0, 4, 2, 0, 0, 0, 0, 2, 0]",up,16
21,104,"[16, 16, 2, 0, 8, 2, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0]",up,16
22,136,"[32, 2, 0, 0, 8, 2, 0, 4, 4, 2, 0, 0, 0, 0, 0, 0]",left,32
23,140,"[32, 4, 2, 4, 8, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",up,32
24,140,"[32, 4, 2, 4, 0, 2, 8, 2, 0, 0, 0, 4, 0, 0, 0, 0]",right,32
25,140,"[32, 4, 2, 4, 2, 8, 2, 0, 4, 0, 0, 2, 0, 0, 0, 0]",left,32
26,144,"[32, 4, 4, 4, 2, 8, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0]",up,32
27,152,"[32, 8, 4, 0, 2, 8, 2, 0, 4, 2, 0, 0, 0, 0, 0, 2]",left,32
28,168,"[32, 16, 4, 2, 2, 2, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0]",up,32
